"(PDH-CSV 4.0) (","\\DESKTOP-INSGQFC\Memory\Cache Bytes","\\DESKTOP-INSGQFC\Memory\Committed Bytes","\\DESKTOP-INSGQFC\MSSQL$SQLEXPRESS:Access Methods\Page Splits/sec","\\DESKTOP-INSGQFC\MSSQL$SQLEXPRESS:Buffer Manager\Buffer cache hit ratio","\\DESKTOP-INSGQFC\MSSQL$SQLEXPRESS:General Statistics\User Connections","\\DESKTOP-INSGQFC\MSSQL$SQLEXPRESS:Memory Manager\Free Memory (KB)","\\DESKTOP-INSGQFC\MSSQL$SQLEXPRESS:Memory Manager\Maximum Workspace Memory (KB)","\\DESKTOP-INSGQFC\MSSQL$SQLEXPRESS:Memory Manager\Total Server Memory (KB)","\\DESKTOP-INSGQFC\Processor(_Total)\% Processor Time"
"11/10/2022 19:24:43.220","278859776","8306143232","0","100","1","34304","1742520","237464","3.0684566988143924249"
"11/10/2022 19:24:58.218","278646784","8303693824","0","100","1","34232","1733520","237464","6.8113979341939856482"
"11/10/2022 19:25:13.216","277553152","8304439296","0","100","1","34168","1733520","237464","4.1543421930147932386"
"11/10/2022 19:25:28.226","277860352","8312078336","0","100","1","34104","1733520","237464","6.7180192730198147189"
"11/10/2022 19:25:43.214","277381120","8304984064","0","100","1","34240","1727520","237464","7.2410786182609321315"
"11/10/2022 19:25:58.218","277716992","8291262464","0","100","1","34192","25800","237464","6.2743011991850732301"
"11/10/2022 19:26:13.213","278269952","8297943040","0","100","1","34240","1732320","237464","5.9743380054912087473"
"11/10/2022 19:26:28.221","277528576","8302235648","0","100","1","34152","1732320","237464","5.3735915488265284523"
"11/10/2022 19:26:43.219","277835776","8302198784","0","100","1","34224","25800","237464","6.9927797551827541866"
"11/10/2022 19:26:58.203","277434368","8315289600","0","100","1","34136","1730640","237464","6.4643168405299489265"
"11/10/2022 19:27:13.207","277225472","8289427456","0","100","1","34264","1732440","237464","6.7053147614038017821"
"11/10/2022 19:27:28.212","277549056","8299716608","0","100","1","34120","1732440","237464","3.6374782145254913601"
"11/10/2022 19:27:43.226","277815296","8300453888","0","100","1","34096","1732440","237464","5.8431799723760775578"
"11/10/2022 19:27:58.222","277045248","8319107072","0","100","1","34872","1728480","237464","4.9002954114726211543"
"11/10/2022 19:28:13.218","277356544","8294961152","0","100","1","34896","1728720","237464","7.4047505359585485962"
"11/10/2022 19:28:28.214","277925888","8297373696","0","100","1","34776","1728720","237464","5.694551938502878663"
"11/10/2022 19:28:43.219","277192704","8307027968","0","100","1","34744","1728720","237464","4.0547736838830168438"
"11/10/2022 19:28:58.208","277762048","8311209984","0","100","1","34376","1725480","237464","8.0702182163461912978"
"11/10/2022 19:29:13.221","278065152","8293646336","0","100","1","34472","26040","237464","5.5776928600381197043"
"11/10/2022 19:29:28.219","277352448","8305442816","0","100","1","34056","1728120","237464","7.2272402268880542309"
"11/10/2022 19:29:43.215","277934080","8312553472","0","100","1","34016","1728120","237464","4.5279489833602077908"
"11/10/2022 19:29:58.226","278818816","8331325440","0","100","1","33656","25200","237464","7.8538309786338693641"
"11/10/2022 19:30:13.225","278315008","8333107200","0","100","1","34016","1713720","237464","6.5171970446267213362"
"11/10/2022 19:30:28.214","278888448","8312885248","0","100","1","34144","1720560","237464","6.9260924953246316704"
"11/10/2022 19:30:43.225","277659648","8314298368","0","100","1","34096","1720560","237464","3.1708600916579343654"
"11/10/2022 19:30:58.210","277704704","8323444736","0","100","1","31088","1720560","237464","7.2238439370392315553"
"11/10/2022 19:31:13.229","277983232","8324911104","0","100","1","34048","1707960","237464","9.2045506789308682016"
"11/10/2022 19:31:28.223","277774336","8298045440","0","100","1","34160","25680","237464","6.9299119533216657629"
"11/10/2022 19:31:43.214","277827584","8311611392","0","100","1","34104","1709880","237464","7.0665671695614440395"
"11/10/2022 19:31:58.229","278130688","8330870784","0","100","1","33984","1709880","237464","5.677156326630894867"
"11/10/2022 19:32:13.218","277790720","8329506816","0","100","1","34032","25560","237464","6.8839027807678698778"
"11/10/2022 19:32:28.209","278102016","8330301440","0","100","1","34016","1714680","237464","5.9216026941499073644"
"11/10/2022 19:32:43.210","282603520","8369643520","0","100","1","34096","1814280","237464","11.530152194781750907"
"11/10/2022 19:32:58.220","279056384","8373788672","0","100","1","34632","1787760","237464","5.6467342122994201858"
"11/10/2022 19:33:13.208","279379968","8373415936","0","100","1","34688","1787760","237464","4.2203499189068738318"
"11/10/2022 19:33:28.215","279388160","8368664576","0","100","1","34688","1727880","237464","9.6409750936792377729"
"11/10/2022 19:33:43.226","279719936","8341372928","0","100","1","34776","26280","237464","5.799017950869189697"
"11/10/2022 19:33:58.221","280031232","8352182272","0","100","1","34248","1719120","237464","6.3198453806859733461"
"11/10/2022 19:34:13.206","279556096","8344465408","0","100","1","34232","1719120","237464","3.0433968596872196244"
"11/10/2022 19:34:28.211","279883776","8350523392","0.466520365879926735","100","1","34256","25800","237464","9.0389535725588601167"
"11/10/2022 19:34:43.221","280195072","8322633728","0","100","1","34224","1719360","237464","5.4306337310477736935"
"11/10/2022 19:34:58.220","279732224","8314966016","0","100","1","34184","1726680","237464","8.4554457432519001259"
"11/10/2022 19:35:13.215","280186880","8325312512","0","100","1","34112","1726680","237464","4.1583046927745499488"
"11/10/2022 19:35:28.227","280506368","8320409600","0","100","1","34056","1726680","237464","6.4441987267094607006"
"11/10/2022 19:35:43.223","280047616","8320880640","0","100","1","34192","1718640","237464","5.0651579034255327372"
"11/10/2022 19:35:58.217","280350720","8315396096","0","100","1","34168","1721640","237464","11.930661022401400473"
"11/10/2022 19:36:13.222","280174592","8314380288","0","100","1","34152","1721640","237464","6.9708948197052089668"
"11/10/2022 19:36:28.206","280227840","8314490880","0","100","1","34096","1721640","237464","3.5206195349574476161"
"11/10/2022 19:36:43.212","280801280","8315928576","0","100","1","34184","1719000","237464","7.9654666785073935387"
"11/10/2022 19:36:58.224","280682496","8310038528","0","100","1","34248","25800","237464","7.0687614819141320055"
"11/10/2022 19:37:13.211","280662016","8314662912","0","100","1","34232","1707120","237464","7.6897266850804335547"
"11/10/2022 19:37:28.224","280985600","8321347584","0","100","1","34128","1707120","237464","3.4320438977405220982"
"11/10/2022 19:37:43.221","280768512","8324698112","0","100","1","34088","1707120","237464","3.8491103250685165804"
"11/10/2022 19:37:58.207","281141248","8336474112","0","100","1","34880","1710840","237464","5.563590737142288134"
"11/10/2022 19:38:13.256","281387008","8301953024","0","100","1","34888","1717080","237464","9.3866622350246906592"
"11/10/2022 19:38:28.217","280653824","8317820928","0","100","1","34760","1717080","237464","7.0201678745052342734"
"11/10/2022 19:38:43.227","281235456","8314978304","0","100","1","34720","1717080","237464","3.4219360049613678498"
"11/10/2022 19:38:58.224","281559040","8330018816","0","100","1","34808","1712280","237464","6.7678305429281770955"
"11/10/2022 19:39:13.219","281096192","8309809152","0","100","1","34472","26040","237464","4.1578502101214169784"
"11/10/2022 19:39:28.210","281391104","8312774656","0.066706708925188887283","100","1","33352","1716720","237464","9.8809735809389120931"
"11/10/2022 19:39:43.211","281436160","8327184384","0","100","1","33312","1698000","237464","3.8847151660901468873"
"11/10/2022 19:39:58.214","280719360","8344453120","0","100","1","34392","25920","237464","5.9864812985631505882"
"11/10/2022 19:40:13.218","280768512","8343261184","0","100","1","33984","1693800","237464","6.1807126430303398479"
"11/10/2022 19:40:28.211","280965120","8324468736","0","100","1","34152","1699920","237464","6.1293869906689613103"
"11/10/2022 19:40:43.215","280494080","8325038080","0","100","1","34080","1699920","237464","5.7675980428451012472"
"11/10/2022 19:40:58.218","280801280","8335237120","0","100","1","33952","1699920","237464","5.7377377137992731093"
"11/10/2022 19:41:13.205","279420928","8334540800","0","100","1","34032","1701960","237464","5.3068085664891517794"
"11/10/2022 19:41:28.219","279035904","8319401984","0","100","1","34144","25680","237464","7.4223744796315109795"
"11/10/2022 19:41:43.221","279478272","8331157504","0","100","1","34080","1702560","237464","6.3612674238411663907"
"11/10/2022 19:41:58.214","278888448","8337190912","0","100","1","34040","1702560","237464","3.623915999746463168"
"11/10/2022 19:42:13.215","279166976","8337526784","0","100","1","34000","25560","237464","7.9791281139313108284"
"11/10/2022 19:42:28.229","279527424","8311623680","0","100","1","33928","1701840","237464","5.9820037022559997553"
"11/10/2022 19:42:43.226","279044096","8314986496","0","100","1","34064","1700400","237464","8.4571127981851077493"
"11/10/2022 19:42:58.219","279367680","8332632064","0","100","1","34624","1700400","237464","5.9500786043503062217"
"11/10/2022 19:43:13.213","278892544","8333250560","0","100","1","34704","1700400","237464","6.9027031379766734531"
"11/10/2022 19:43:28.226","278953984","8341524480","0","100","1","34752","1695600","237464","8.9215603093050432904"
"11/10/2022 19:43:43.220","279257088","8323383296","0","100","1","34760","1683960","237464","8.7208601071444231678"
"11/10/2022 19:43:58.218","279552000","8338206720","0","100","1","34736","1683960","237464","6.3856902183476504931"
"11/10/2022 19:44:13.211","279425024","8341483520","0","100","1","34192","1683960","237464","4.6897875597417986171"
"11/10/2022 19:44:28.211","279773184","8345686016","0","100","1","34272","1693200","237464","5.6525729442496892574"
"11/10/2022 19:44:43.215","280297472","8330797056","0","100","1","34352","25920","237464","7.9707854998159133331"
"11/10/2022 19:44:58.224","279838720","8347197440","0","100","1","34344","1691520","237464","5.1306222522038531508"
"11/10/2022 19:45:13.214","280154112","8338419712","0","100","1","34032","1691520","237464","6.1618095920807691712"
"11/10/2022 19:45:28.219","280465408","8339755008","0","100","1","33984","1691520","237464","4.1322256547317586239"
"11/10/2022 19:45:43.209","279744512","8341016576","0","100","1","34128","1690560","237464","6.9845590943258040184"
"11/10/2022 19:45:58.224","280354816","8322228224","0","100","1","34216","1690920","237464","7.4635887571639631943"
"11/10/2022 19:46:13.213","280129536","8335990784","0","100","1","34104","1690920","237464","3.520111403429038166"
"11/10/2022 19:46:28.228","280129536","8329535488","0","100","1","34048","1690920","237464","6.99421081270958922"
"11/10/2022 19:46:43.226","280449024","8335155200","0","100","1","34112","1692960","237464","5.669592241218513351"
"11/10/2022 19:46:58.220","280748032","8314630144","0","100","1","34200","25800","237464","8.5539179155656679399"
"11/10/2022 19:47:13.219","278888448","8302354432","0","100","1","34168","1697160","237464","7.8457360597386056611"
"11/10/2022 19:47:28.217","279539712","8307888128","0","100","1","34080","1697160","237464","7.9038573211686058428"
"11/10/2022 19:47:43.228","278925312","8313798656","0","100","1","34112","25680","237464","6.1492885294054282497"
"11/10/2022 19:47:58.220","279240704","8314732544","0","100","1","34104","1808760","237464","3.3449722825680150429"
"11/10/2022 19:48:13.216","279560192","8308789248","0","100","1","34976","1780200","237464","6.1079469212763193298"
"11/10/2022 19:48:28.218","279846912","8304361472","0","100","1","34856","1780200","237464","4.5183850994003798007"
"11/10/2022 19:48:43.203","278351872","8309284864","0","100","1","34744","1780200","237464","5.9110542406639154933"
"11/10/2022 19:48:58.206","278732800","8308097024","0","100","1","34816","1776840","237464","6.4767748663533524223"
"11/10/2022 19:49:13.210","279007232","8298110976","0","100","1","34472","26040","237464","5.1689544327081620168"
"11/10/2022 19:49:28.211","278540288","8303423488","0","100","1","34064","1739880","237464","6.6443682717947538663"
"11/10/2022 19:49:43.215","278839296","8312172544","0","100","1","34008","1739880","237464","3.7409502633142355243"
"11/10/2022 19:49:58.217","279142400","8314183680","0","100","1","34424","25920","237464","10.97366251404540094"
"11/10/2022 19:50:13.225","278388736","8337539072","0","100","1","33968","1731120","237464","3.6835200582498672794"
"11/10/2022 19:50:28.219","279019520","8309809152","0","100","1","34152","1724400","237464","7.2700193512347794922"
"11/10/2022 19:50:43.211","279285760","8317829120","0","100","1","34088","1724400","237464","6.1067639104822601936"
"11/10/2022 19:50:58.216","278851584","8316862464","0","100","1","34056","1724400","237464","3.7146526656425260526"
"11/10/2022 19:51:13.219","279146496","8331816960","0","100","1","34008","1720680","237464","7.1302932585444960267"
"11/10/2022 19:51:28.212","279707648","8313765888","0","100","1","34128","1713720","237464","5.909167118342962155"
"11/10/2022 19:51:43.227","278949888","8312864768","0","100","1","34056","1713720","237464","4.4280165089212069063"
"11/10/2022 19:51:58.216","279523328","8314019840","0","100","1","34008","1713720","237464","4.2009677377647047791"
"11/10/2022 19:52:13.217","279851008","8329207808","0","100","1","33976","1717200","237464","5.7990077205650969461"
"11/10/2022 19:52:28.222","278380544","8303210496","0","100","1","34088","25680","237464","4.0151870714142496865"
"11/10/2022 19:52:43.220","278708224","8315674624","0","100","1","34096","1711560","237464","9.5870698614943137272"
"11/10/2022 19:52:58.210","278491136","8318844928","0","100","1","34064","1711560","237464","4.2967473296465552579"
"11/10/2022 19:53:13.214","278511616","8333246464","0","100","1","34768","1711560","237464","5.166959721112451831"
"11/10/2022 19:53:28.227","278847488","8334397440","0","100","1","34768","1708200","237464","7.1431901205470822447"
"11/10/2022 19:53:43.219","278630400","8321146880","0","100","1","34760","1706160","237464","4.6716026368295304749"
"11/10/2022 19:53:58.216","278671360","8322498560","0","100","1","34736","1706160","237464","6.9589600136024216681"
"11/10/2022 19:54:13.221","279617536","8340889600","0","100","1","34184","1706160","237464","5.5709054957136627806"
"11/10/2022 19:54:28.220","278880256","8342061056","0","100","1","33880","1712040","237464","6.9992119291904515421"
"11/10/2022 19:54:43.205","278671360","8326529024","0","100","1","34336","25920","237464","5.433708928196900878"
"11/10/2022 19:54:58.217","278552576","8320794624","0","100","1","34296","1699920","237464","6.49845031563704989"
"11/10/2022 19:55:13.218","278593536","8338399232","0","100","1","34072","1699920","237464","3.8599235344454196905"
"11/10/2022 19:55:28.205","278908928","8339099648","0","100","1","34184","25800","237464","8.3029767635827145256"
"11/10/2022 19:55:43.214","278683648","8338595840","0","100","1","34168","1704960","237464","6.2309422966222332008"
"11/10/2022 19:55:58.225","278712320","8317485056","0","100","1","34272","1702680","237464","7.6051354662262982131"
"11/10/2022 19:56:13.223","279040000","8334954496","0","100","1","34144","1702680","237464","7.594254610377870307"
"11/10/2022 19:56:28.216","277782528","8334802944","0","100","1","34080","1702680","237464","6.727485243008402449"
"11/10/2022 19:56:43.228","277823488","8333271040","0","100","1","34176","1706160","237464","4.464204731245779989"
"11/10/2022 19:56:58.212","278417408","8314851328","0","100","1","34256","25800","237464","5.7073801686441605341"
"11/10/2022 19:57:13.218","277929984","8333139968","0","100","1","34152","1724040","237464","5.2855374788203679515"
"11/10/2022 19:57:28.217","277999616","8334209024","0","100","1","34080","1724040","237464","5.0175277711894121779"
"11/10/2022 19:57:43.221","278577152","8335392768","0","100","1","34168","25680","237464","6.1956409390783395708"
"11/10/2022 19:57:58.218","277815296","8342011904","0","100","1","34144","1724760","237464","3.8645719188378335751"
"11/10/2022 19:58:13.210","278122496","8316977152","0","100","1","34520","1721880","237464","10.251963132694308811"
"11/10/2022 19:58:28.221","278970368","8321728512","0","100","1","34432","1721880","237464","3.5598868899224034301"
"11/10/2022 19:58:43.221","278200320","8323506176","0","100","1","34408","1721880","237464","6.154415103834409706"
"11/10/2022 19:58:58.216","278532096","8325746688","0","100","1","34456","1722360","237464","5.0506583541109595359"
"11/10/2022 19:59:13.222","279109632","8319012864","0","100","1","34504","1718280","237464","10.175833709213566891"
"11/10/2022 19:59:28.220","278695936","8327708672","0","100","1","34056","1718280","237464","5.3012112730584926013"
"11/10/2022 19:59:43.213","278933504","8335663104","0","100","1","33976","1718280","237464","6.3779496385191203345"
"11/10/2022 19:59:58.219","279367680","8338853888","0","100","1","34440","1711920","237464","7.4048139685620517625"
"11/10/2022 20:00:13.218","278634496","8326057984","0","100","1","34192","25800","237464","7.98670827236602765"
"11/10/2022 20:00:28.210","279224320","8327041024","0","100","1","34192","1703520","237464","9.0304513801651271621"
"11/10/2022 20:00:43.221","279580672","8332419072","0","100","1","34112","1703520","237464","4.388167280612121246"
"11/10/2022 20:00:58.213","279126016","8332099584","0","100","1","34088","25680","237464","4.2485374133236604166"
"11/10/2022 20:01:13.221","279408640","8355721216","0","100","1","34032","1703520","237464","5.6731651684017059267"
"11/10/2022 20:01:28.209","279670784","8323489792","0","100","1","34136","1702080","237464","5.9453244796312194609"
"11/10/2022 20:01:43.223","279470080","8331268096","0","100","1","34064","1702080","237464","4.0707832284377021281"
"11/10/2022 20:01:58.211","279781376","8331976704","0","100","1","34040","1702080","237464","6.3160818758770220782"
"11/10/2022 20:02:13.214","279339008","8347602944","0","100","1","34008","1702200","237464","5.1419105133898579396"
"11/10/2022 20:02:28.215","279597056","8323166208","0","100","1","34112","25680","237464","6.2825522387044863137"
"11/10/2022 20:02:43.229","280027136","8333246464","0","100","1","34040","1905960","237464","8.0375194837546075632"
"11/10/2022 20:02:58.219","279543808","8328085504","0","100","1","34032","1854960","237464","5.8857186311825682168"
"11/10/2022 20:03:13.211","279592960","8343891968","0","100","1","34848","26400","237464","8.4039245217898965734"
"11/10/2022 20:03:28.224","280223744","8344367104","0","100","1","34696","1776600","237464","6.681688879205349707"
"11/10/2022 20:03:43.216","279490560","8322387968","0","100","1","34784","1765440","237464","8.0910974955820549326"
"11/10/2022 20:03:58.218","279752704","8324939776","0","100","1","34744","1765440","237464","4.6064358278188111129"
"11/10/2022 20:04:13.212","280297472","8342564864","0","100","1","34184","1765440","237464","4.7527765903670253778"
"11/10/2022 20:04:28.217","278855680","8353849344","0","100","1","33888","1765560","237464","5.2541998423599860502"
"11/10/2022 20:04:43.222","278896640","8301248512","0","100","1","34344","25920","237464","8.8330600361942401832"
"11/10/2022 20:04:58.214","279465984","8303640576","0","100","1","34296","1749240","237464","4.861064476574538773"
"11/10/2022 20:05:13.221","278994944","8321101824","0","100","1","34112","1749240","237464","4.9379781301091334456"
"11/10/2022 20:05:28.206","279584768","8321560576","0","100","1","34208","25800","237464","6.2731755793664634169"
"11/10/2022 20:05:43.208","279879680","8322129920","0","100","1","34184","1742160","237464","4.3480583473795579863"
"11/10/2022 20:05:58.222","279134208","8302587904","0","100","1","34288","1732800","237464","8.7204057823391920579"
"11/10/2022 20:06:13.210","279740416","8318652416","0","100","1","34120","1732800","237464","6.7959934490869677859"
"11/10/2022 20:06:28.213","280055808","8318857216","0","100","1","34056","1732800","237464","3.7053104741794684607"
"11/10/2022 20:06:43.219","279564288","8317714432","0","100","1","34112","1735200","237464","7.7630358840839797097"
"11/10/2022 20:06:58.216","279875584","8301625344","0","100","1","34240","1729920","237464","7.7009928390202926352"
"11/10/2022 20:07:13.230","280203264","8318599168","0","100","1","34136","1729920","237464","7.1680647539098529819"
"11/10/2022 20:07:28.226","279699456","8318423040","0","100","1","34064","1729920","237464","7.4118631578248939107"
"11/10/2022 20:07:43.215","280064000","8331300864","0","100","1","34152","1722120","237464","7.1174975539898603927"
"11/10/2022 20:07:58.225","280317952","8304672768","0","100","1","34240","25800","237464","8.2408871148868634293"
"11/10/2022 20:08:13.220","279842816","8310509568","0","100","1","35056","1726440","237464","7.6130902597251299824"
"11/10/2022 20:08:28.207","280178688","8314540032","0","100","1","34968","1726440","237464","7.0944603641188148657"
"11/10/2022 20:08:43.216","279171072","8315203584","0","100","1","34848","26400","237464","5.6026786245221842364"
"11/10/2022 20:08:58.228","279232512","8318742528","0","100","1","34888","1725360","237464","8.1164452190046425528"
"11/10/2022 20:09:13.213","279527424","8307326976","0","100","1","34616","1725960","237464","7.8375249104939985756"
"11/10/2022 20:09:28.226","279617536","8320716800","0","100","1","34184","1725960","237464","6.4234870501384317976"
"11/10/2022 20:09:43.221","279822336","8334159872","0","100","1","34128","1725960","237464","3.5129823628166967353"
"11/10/2022 20:09:58.215","280109056","8336408576","0","100","1","34552","1704480","237464","8.1535589677799507058"
"11/10/2022 20:10:13.226","279384064","8319234048","0","100","1","34296","25800","237464","7.2029858845247041188"
"11/10/2022 20:10:28.212","279748608","8330866688","0","100","1","34200","1708680","237464","6.2886920356101878582"
"11/10/2022 20:10:43.219","280297472","8335552512","0","100","1","34152","1708680","237464","5.1621025615601778824"
"11/10/2022 20:10:58.216","279531520","8338690048","0","100","1","34232","25800","237464","6.1661329799506674476"
"11/10/2022 20:11:13.226","280117248","8346406912","0","100","1","34112","1712520","237464","4.858256373031178299"
"11/10/2022 20:11:28.212","280403968","8315334656","0","100","1","34280","1714320","237464","5.8587850735856701334"
"11/10/2022 20:11:43.222","279662592","8321986560","0","100","1","34208","1714320","237464","5.2427547631505033721"
"11/10/2022 20:11:58.224","280268800","8322629632","0","100","1","34184","1714320","237464","5.3824150755107380562"
"11/10/2022 20:12:13.221","280829952","8339542016","0","100","1","34152","1714920","237464","6.7914288965025049194"
"11/10/2022 20:12:28.214","279285760","8313819136","0","100","1","34256","1717440","237464","6.2993192234482968672"
"11/10/2022 20:12:43.227","279650304","8319258624","0","100","1","34200","1717440","237464","6.4224249862549376289"
"11/10/2022 20:12:58.220","279924736","8324849664","0","100","1","34136","1717440","237464","3.5050535493773460338"
"11/10/2022 20:13:13.214","279187456","8343453696","0","100","1","34848","1709040","237464","10.36662502591236823"
"11/10/2022 20:13:28.218","279744512","8318754816","0","100","1","34752","1709040","237464","4.8713715485571569275"
"11/10/2022 20:13:43.206","279064576","8324014080","0","100","1","34776","1709400","237464","6.3333123747908341983"
"11/10/2022 20:13:58.207","278597632","8325652480","0","100","1","34744","1709400","237464","4.0425877864427857133"
"11/10/2022 20:14:13.207","278863872","8351723520","0","100","1","34176","1709400","237464","5.6659159791979547549"
"11/10/2022 20:14:28.214","278642688","8348311552","0","100","1","33880","1707240","237464","4.9645557513454008358"
"11/10/2022 20:14:43.221","278687744","8319287296","0","100","1","34304","1711920","237464","10.324644755441635624"
"11/10/2022 20:14:58.210","279040000","8324759552","0","100","1","34264","1711920","237464","5.8595330804117384815"
"11/10/2022 20:15:13.220","278794240","8341741568","0","100","1","34008","1711920","237464","3.7974445634762932222"
"11/10/2022 20:15:28.207","279175168","8344084480","0","100","1","34096","1714320","237464","5.9002119806635384691"
"11/10/2022 20:15:43.221","279707648","8316870656","0","100","1","34208","25800","237464","8.0139906711630288783"
"11/10/2022 20:15:58.214","279228416","8320847872","0","100","1","34184","1714440","237464","3.8369500135941203567"
"11/10/2022 20:16:13.220","279248896","8336977920","0","100","1","34072","1714440","237464","5.3832945865501908855"
"11/10/2022 20:16:28.204","279576576","8337432576","0","100","1","34112","25680","237464","8.4208592384733105263"
"11/10/2022 20:16:43.208","279347200","8338669568","0","100","1","34096","1713960","237464","6.040357350202563147"
"11/10/2022 20:16:58.213","279412736","8315465728","0","100","1","34176","1715400","237464","8.2600817959025398807"
"11/10/2022 20:17:13.223","279973888","8330752000","0","100","1","34056","1715400","237464","6.2574644250648177035"
"11/10/2022 20:17:28.213","279232512","8339718144","0","100","1","34016","1715400","237464","6.1382944598181392593"
"11/10/2022 20:17:43.216","279515136","8334520320","0","100","1","34088","1860480","237464","8.7404218945568938892"
"11/10/2022 20:17:58.216","280068096","8313954304","0","100","1","34144","25680","237464","6.5016912689584982488"
"11/10/2022 20:18:13.217","279359488","8333398016","0","100","1","34824","1813560","237464","6.3845280845408414194"
"11/10/2022 20:18:28.222","279924736","8335179776","0","100","1","34736","1794720","237464","3.2893610397800032707"
"11/10/2022 20:18:43.210","280231936","8334303232","0","100","1","34760","26280","237464","7.0831427643770483726"
"11/10/2022 20:18:58.216","279732224","8332918784","0","100","1","34744","1742400","237464","5.532041938556120364"
"11/10/2022 20:19:13.225","280326144","8319373312","0","100","1","34464","1743480","237464","6.2041218438546934522"
"11/10/2022 20:19:28.220","280715264","8325812224","0","100","1","34032","1743480","237464","7.2235322327271145326"
"11/10/2022 20:19:43.208","280207360","8330620928","0","100","1","33976","1717680","237464","5.509432100127520826"
"11/10/2022 20:19:58.218","280481792","8329871360","0","100","1","34424","1716840","237464","8.799060420911086311"
"11/10/2022 20:20:13.216","279744512","8315568128","0","100","1","34208","25800","237464","8.2544906941032003544"
"11/10/2022 20:20:28.223","279302144","8323186688","0","100","1","34136","1718280","237464","6.9019792082932296395"
"11/10/2022 20:20:43.220","279592960","8336257024","0","100","1","34080","1718280","237464","5.1278745960771310308"
"11/10/2022 20:20:58.214","279420928","8327208960","0","100","1","34144","25680","237464","6.9565026709477173483"
"11/10/2022 20:21:13.229","279465984","8337420288","0","100","1","34064","1717920","237464","4.1809033048923698317"
"11/10/2022 20:21:28.216","279732224","8319283200","0","100","1","34176","1719960","237464","8.3569335254933818646"
"11/10/2022 20:21:43.230","279273472","8320270336","0","100","1","34128","1719960","237464","3.9611172022648299951"
"11/10/2022 20:21:58.223","279556096","8321912832","0","100","1","34096","1719960","237464","8.8602809485048066307"
"11/10/2022 20:22:13.215","279883776","8340680704","0","100","1","34048","1719480","237464","8.079936495267014962"
"11/10/2022 20:22:28.228","279404544","8312254464","0","100","1","34160","1719960","237464","8.086534711417037613"
"11/10/2022 20:22:43.214","278941696","8323891200","0","100","1","34072","1719960","237464","5.8891179328184550812"
"11/10/2022 20:22:58.216","279506944","8327774208","0","100","1","34048","1719960","237464","4.1022246945805811436"
"11/10/2022 20:23:13.218","279048192","8340533248","0","100","1","34848","1712640","237464","6.2723696853651205174"
"11/10/2022 20:23:28.208","279121920","8317476864","0","100","1","34856","26400","237464","5.9128311547298473272"
"11/10/2022 20:23:43.215","279642112","8331403264","0","100","1","34720","1712160","237464","5.1519795537736108315"
"11/10/2022 20:23:58.218","278904832","8339156992","0","100","1","34704","1712160","237464","5.0428582431384700868"
"11/10/2022 20:24:13.202","279494656","8347394048","0","100","1","34176","1712160","237464","4.8089027453346417929"
"11/10/2022 20:24:28.207","279785472","8349966336","0","100","1","33888","1712760","237464","6.2664072654416091979"
"11/10/2022 20:24:43.213","279072768","8324497408","0","100","1","34376","1713720","237464","7.4059326990551177516"
"11/10/2022 20:24:58.220","279392256","8330776576","0","100","1","34320","1713720","237464","4.576611734157898681"
"11/10/2022 20:25:13.218","279744512","8347373568","0","100","1","34112","1713720","237464","5.2321219452009852802"
"11/10/2022 20:25:28.214","279011328","8348934144","0","100","1","34216","1705560","237464","6.0556223448862578351"
"11/10/2022 20:25:43.226","279011328","8323915776","0","100","1","34312","25920","237464","4.9226147894844141106"
"11/10/2022 20:25:58.220","279072768","8333619200","0","100","1","34256","1705680","237464","5.9375995120538815897"
"11/10/2022 20:26:13.210","279760896","8349810688","0","100","1","34128","1705680","237464","5.3562145260916294021"
"11/10/2022 20:26:28.225","280104960","8349442048","0","100","1","34192","25680","237464","4.8744950929144099661"
"11/10/2022 20:26:43.212","279789568","8349753344","0","100","1","34160","1704360","237464","8.0071153766444460587"
"11/10/2022 20:26:58.216","280043520","8323989504","0","100","1","34288","1704480","237464","6.7033517171814382962"
"11/10/2022 20:27:13.220","280608768","8348930048","0","100","1","34168","1704480","237464","5.6478772446973968258"
"11/10/2022 20:27:28.212","279871488","8341954560","0","100","1","34096","1704480","237464","4.3139851420008534788"
"11/10/2022 20:27:43.226","280150016","8342896640","0","100","1","34200","1704840","237464","6.556773568055652035"
"11/10/2022 20:27:58.214","280727552","8323358720","0","100","1","34272","25800","237464","7.8976254763136637393"
"11/10/2022 20:28:13.225","279191552","8340041728","0","100","1","34800","1704600","237464","5.3266930307881548146"
"11/10/2022 20:28:28.222","279203840","8340836352","0","100","1","34736","1704600","237464","3.2484371886342233715"
"11/10/2022 20:28:43.218","279801856","8341245952","0","100","1","34824","26280","237464","6.9308476703145664999"
"11/10/2022 20:28:58.212","279322624","8339963904","0","100","1","34808","1702080","237464","6.6523711234233946499"
"11/10/2022 20:29:13.221","279339008","8328171520","0","100","1","34544","1702320","237464","7.8937099834682999955"
"11/10/2022 20:29:28.208","280039424","8339611648","0","100","1","34088","1702320","237464","6.9023188754568032266"
"11/10/2022 20:29:43.220","279470080","8352444416","0","100","1","34032","1702320","237464","5.0189453989184507066"
"11/10/2022 20:29:58.207","280473600","8352133120","0","100","1","34488","1692120","237464","7.2416733812817879468"
